source_file,source_sheet,source_cell,source_row_offset,source_col_offset,destination_file,destination_sheet,destination_cell,destination_row_offset,destination_col_offset
src.xlsx,Sheet1,C564,1,-2,dst.xlsx,Sheet1,G1000,-2,3
src.xlsx,Sheet1,F95,0,3,dst.xlsx,Sheet1,B391,2,-2
src.xlsx,Sheet1,C704,-1,-3,dst.xlsx,Sheet1,E946,-1,-1
src.xlsx,Sheet1,D732,-2,-2,dst.xlsx,Sheet1,F896,3,2
src.xlsx,Sheet1,I87,-2,1,dst.xlsx,Sheet1,G113,-3,0
src.xlsx,Sheet1,A449,2,3,dst.xlsx,Sheet1,F818,2,1
src.xlsx,Sheet1,H923,-1,0,dst.xlsx,Sheet1,E51,1,-2
src.xlsx,Sheet1,J588,-3,-2,dst.xlsx,Sheet1,J857,-3,0
src.xlsx,Sheet1,F701,2,3,dst.xlsx,Sheet1,F762,-1,-1
src.xlsx,Sheet1,F951,-2,-3,dst.xlsx,Sheet1,B617,-2,-1
src.xlsx,Sheet1,G646,1,3,dst.xlsx,Sheet1,B281,1,3
src.xlsx,Sheet1,G710,-3,2,dst.xlsx,Sheet1,H557,-3,2
src.xlsx,Sheet1,D307,3,3,dst.xlsx,Sheet1,D555,1,1
src.xlsx,Sheet1,G750,3,3,dst.xlsx,Sheet1,F884,1,-1
src.xlsx,Sheet1,A30,-1,3,dst.xlsx,Sheet1,E63,2,-2
src.xlsx,Sheet1,J359,-3,-3,dst.xlsx,Sheet1,F321,1,-2
src.xlsx,Sheet1,I62,-1,-1,dst.xlsx,Sheet1,A668,-3,-1
src.xlsx,Sheet1,G448,-3,-2,dst.xlsx,Sheet1,D192,2,3
src.xlsx,Sheet1,A554,1,0,dst.xlsx,Sheet1,F172,2,1
src.xlsx,Sheet1,F216,0,-2,dst.xlsx,Sheet1,I980,1,3
src.xlsx,Sheet1,F424,-1,0,dst.xlsx,Sheet1,E453,-1,0
src.xlsx,Sheet1,B996,-1,-2,dst.xlsx,Sheet1,C730,3,3
src.xlsx,Sheet1,D431,3,-2,dst.xlsx,Sheet1,D467,-1,-1
src.xlsx,Sheet1,C623,-2,0,dst.xlsx,Sheet1,F675,-2,0
src.xlsx,Sheet1,J422,-1,0,dst.xlsx,Sheet1,B6,3,3
src.xlsx,Sheet1,E591,2,-3,dst.xlsx,Sheet1,E352,-2,-1
src.xlsx,Sheet1,H970,3,2,dst.xlsx,Sheet1,C970,0,-1
src.xlsx,Sheet1,I627,0,3,dst.xlsx,Sheet1,A180,-1,0
src.xlsx,Sheet1,J120,-2,3,dst.xlsx,Sheet1,C784,0,2
src.xlsx,Sheet1,H208,-3,-2,dst.xlsx,Sheet1,H750,-2,-2
src.xlsx,Sheet1,J143,3,3,dst.xlsx,Sheet1,F132,3,0
src.xlsx,Sheet1,C847,2,-3,dst.xlsx,Sheet1,F134,-3,2
src.xlsx,Sheet1,I35,-3,3,dst.xlsx,Sheet1,J551,-2,-1
src.xlsx,Sheet1,I285,1,0,dst.xlsx,Sheet1,I229,0,3
src.xlsx,Sheet1,J914,1,-2,dst.xlsx,Sheet1,A258,2,1
src.xlsx,Sheet1,B576,-3,-1,dst.xlsx,Sheet1,E867,3,2
src.xlsx,Sheet1,C437,2,1,dst.xlsx,Sheet1,B688,3,-2
src.xlsx,Sheet1,E357,1,0,dst.xlsx,Sheet1,F643,-1,3
src.xlsx,Sheet1,B562,3,1,dst.xlsx,Sheet1,B423,1,-1
src.xlsx,Sheet1,B294,-1,1,dst.xlsx,Sheet1,I259,-2,1
src.xlsx,Sheet1,G461,-2,0,dst.xlsx,Sheet1,H258,-1,2
src.xlsx,Sheet1,C33,-3,0,dst.xlsx,Sheet1,D777,2,2
src.xlsx,Sheet1,A820,-1,-1,dst.xlsx,Sheet1,A604,2,-2
src.xlsx,Sheet1,B317,3,-1,dst.xlsx,Sheet1,D978,-2,0
src.xlsx,Sheet1,A906,0,2,dst.xlsx,Sheet1,E227,-3,0
src.xlsx,Sheet1,G466,2,-3,dst.xlsx,Sheet1,B632,2,-3
src.xlsx,Sheet1,E232,3,3,dst.xlsx,Sheet1,D541,-3,-3
src.xlsx,Sheet1,I766,1,2,dst.xlsx,Sheet1,G345,-3,2
src.xlsx,Sheet1,B926,-3,-3,dst.xlsx,Sheet1,J312,-3,-3
src.xlsx,Sheet1,E263,-3,1,dst.xlsx,Sheet1,E325,-3,3
src.xlsx,Sheet1,F94,3,-2,dst.xlsx,Sheet1,H329,2,-3
src.xlsx,Sheet1,J55,-1,0,dst.xlsx,Sheet1,I553,-1,-2
src.xlsx,Sheet1,A467,2,3,dst.xlsx,Sheet1,E669,-3,-2
src.xlsx,Sheet1,F120,-2,-1,dst.xlsx,Sheet1,F304,2,3
src.xlsx,Sheet1,J969,0,1,dst.xlsx,Sheet1,C214,-1,3
src.xlsx,Sheet1,J87,1,-3,dst.xlsx,Sheet1,G267,0,3
src.xlsx,Sheet1,J136,-3,2,dst.xlsx,Sheet1,E552,3,0
src.xlsx,Sheet1,A507,1,2,dst.xlsx,Sheet1,B417,3,-2
src.xlsx,Sheet1,C552,2,3,dst.xlsx,Sheet1,H521,1,-1
src.xlsx,Sheet1,I419,2,-1,dst.xlsx,Sheet1,I876,2,-2
src.xlsx,Sheet1,G266,3,3,dst.xlsx,Sheet1,D466,-1,-2
src.xlsx,Sheet1,E812,2,2,dst.xlsx,Sheet1,C467,-2,1
src.xlsx,Sheet1,C866,3,2,dst.xlsx,Sheet1,B375,0,1
src.xlsx,Sheet1,F360,3,0,dst.xlsx,Sheet1,F498,-2,-3
src.xlsx,Sheet1,H341,-1,1,dst.xlsx,Sheet1,C924,-1,0
src.xlsx,Sheet1,G376,3,0,dst.xlsx,Sheet1,E745,-2,2
src.xlsx,Sheet1,I916,0,3,dst.xlsx,Sheet1,D138,-3,3
src.xlsx,Sheet1,C541,0,-3,dst.xlsx,Sheet1,F61,2,-1
src.xlsx,Sheet1,C371,0,0,dst.xlsx,Sheet1,J208,-2,2
src.xlsx,Sheet1,B129,-2,1,dst.xlsx,Sheet1,C94,-2,-1
src.xlsx,Sheet1,G441,-2,-2,dst.xlsx,Sheet1,F788,0,1
src.xlsx,Sheet1,I767,1,-3,dst.xlsx,Sheet1,B293,0,-1
src.xlsx,Sheet1,H782,-1,3,dst.xlsx,Sheet1,J239,-3,0
src.xlsx,Sheet1,B779,-3,0,dst.xlsx,Sheet1,H533,3,-2
src.xlsx,Sheet1,D915,-3,1,dst.xlsx,Sheet1,F743,-2,0
src.xlsx,Sheet1,E321,1,-2,dst.xlsx,Sheet1,E499,-3,-3
src.xlsx,Sheet1,G683,3,1,dst.xlsx,Sheet1,G962,-2,2
src.xlsx,Sheet1,A103,2,-3,dst.xlsx,Sheet1,E541,-2,2
src.xlsx,Sheet1,G135,3,-1,dst.xlsx,Sheet1,B305,1,-1
src.xlsx,Sheet1,I515,-3,-1,dst.xlsx,Sheet1,G632,-3,0
src.xlsx,Sheet1,J438,0,2,dst.xlsx,Sheet1,G546,0,1
src.xlsx,Sheet1,D522,1,3,dst.xlsx,Sheet1,C273,3,1
src.xlsx,Sheet1,C402,-3,1,dst.xlsx,Sheet1,I822,2,-1
src.xlsx,Sheet1,I996,0,0,dst.xlsx,Sheet1,B184,3,3
src.xlsx,Sheet1,D59,2,1,dst.xlsx,Sheet1,B184,-1,-3
src.xlsx,Sheet1,H599,-1,-1,dst.xlsx,Sheet1,F522,0,2
src.xlsx,Sheet1,C373,-2,3,dst.xlsx,Sheet1,B4,0,1
src.xlsx,Sheet1,C201,-2,3,dst.xlsx,Sheet1,F413,0,-2
src.xlsx,Sheet1,I484,-2,2,dst.xlsx,Sheet1,A564,-3,0
src.xlsx,Sheet1,D80,-2,3,dst.xlsx,Sheet1,D869,3,-3
src.xlsx,Sheet1,D102,3,-3,dst.xlsx,Sheet1,G695,2,-2
src.xlsx,Sheet1,B699,0,-3,dst.xlsx,Sheet1,I693,-2,-1
src.xlsx,Sheet1,H433,0,0,dst.xlsx,Sheet1,F847,0,2
src.xlsx,Sheet1,G877,3,1,dst.xlsx,Sheet1,G371,-1,-1
src.xlsx,Sheet1,E964,2,-3,dst.xlsx,Sheet1,I688,2,1
src.xlsx,Sheet1,D834,-1,-3,dst.xlsx,Sheet1,I162,-2,-1
src.xlsx,Sheet1,A824,-1,-3,dst.xlsx,Sheet1,D642,2,1
src.xlsx,Sheet1,B18,-3,-3,dst.xlsx,Sheet1,D518,0,0
src.xlsx,Sheet1,D637,-1,1,dst.xlsx,Sheet1,F725,-1,-1
src.xlsx,Sheet1,B248,0,-3,dst.xlsx,Sheet1,I458,-2,-3
src.xlsx,Sheet1,E553,-2,-3,dst.xlsx,Sheet1,A405,1,-3
src.xlsx,Sheet1,J432,3,2,dst.xlsx,Sheet1,G460,-2,-3
src.xlsx,Sheet1,A197,-3,2,dst.xlsx,Sheet1,D369,0,3
src.xlsx,Sheet1,J166,3,0,dst.xlsx,Sheet1,H936,-1,2
src.xlsx,Sheet1,C636,-3,3,dst.xlsx,Sheet1,E669,-3,1
src.xlsx,Sheet1,F346,0,0,dst.xlsx,Sheet1,E80,0,-2
src.xlsx,Sheet1,J790,-2,-2,dst.xlsx,Sheet1,I824,0,0
src.xlsx,Sheet1,G706,-3,2,dst.xlsx,Sheet1,H796,-3,3
src.xlsx,Sheet1,B641,3,-1,dst.xlsx,Sheet1,I94,0,-2
src.xlsx,Sheet1,B279,-2,-3,dst.xlsx,Sheet1,B90,-1,-1
src.xlsx,Sheet1,F776,1,1,dst.xlsx,Sheet1,B335,1,0
src.xlsx,Sheet1,H870,1,-2,dst.xlsx,Sheet1,J453,-1,-3
src.xlsx,Sheet1,C833,1,2,dst.xlsx,Sheet1,F940,3,2
src.xlsx,Sheet1,J34,0,-3,dst.xlsx,Sheet1,J112,2,1
src.xlsx,Sheet1,H81,-1,-3,dst.xlsx,Sheet1,D132,1,2
src.xlsx,Sheet1,E63,-2,1,dst.xlsx,Sheet1,A780,-3,0
src.xlsx,Sheet1,B978,-3,3,dst.xlsx,Sheet1,D712,-3,-1
src.xlsx,Sheet1,J315,-1,-3,dst.xlsx,Sheet1,F798,-1,0
src.xlsx,Sheet1,H311,0,2,dst.xlsx,Sheet1,H844,1,2
src.xlsx,Sheet1,G549,-3,-1,dst.xlsx,Sheet1,D824,-2,-1
src.xlsx,Sheet1,E669,-2,3,dst.xlsx,Sheet1,A254,-3,3
src.xlsx,Sheet1,E714,0,0,dst.xlsx,Sheet1,F919,2,1
src.xlsx,Sheet1,I339,3,-3,dst.xlsx,Sheet1,I969,-1,-2
src.xlsx,Sheet1,D617,-3,3,dst.xlsx,Sheet1,F728,-1,1
src.xlsx,Sheet1,B709,-3,-2,dst.xlsx,Sheet1,F88,-3,-3
src.xlsx,Sheet1,I736,0,-1,dst.xlsx,Sheet1,F249,-1,3
src.xlsx,Sheet1,G897,1,3,dst.xlsx,Sheet1,B575,2,-3
src.xlsx,Sheet1,I488,0,3,dst.xlsx,Sheet1,D303,-3,0
src.xlsx,Sheet1,J608,1,-1,dst.xlsx,Sheet1,C412,-2,3
src.xlsx,Sheet1,G250,2,0,dst.xlsx,Sheet1,D248,3,3
src.xlsx,Sheet1,E501,2,-2,dst.xlsx,Sheet1,I777,-2,-3
src.xlsx,Sheet1,G699,-1,2,dst.xlsx,Sheet1,I266,3,0
src.xlsx,Sheet1,D576,0,-1,dst.xlsx,Sheet1,J153,3,2
src.xlsx,Sheet1,D87,2,0,dst.xlsx,Sheet1,E399,-2,2
src.xlsx,Sheet1,J12,1,0,dst.xlsx,Sheet1,J346,-1,-1
src.xlsx,Sheet1,B503,-2,3,dst.xlsx,Sheet1,H577,3,2
src.xlsx,Sheet1,E791,-1,-3,dst.xlsx,Sheet1,A783,-1,-2
src.xlsx,Sheet1,F828,-1,0,dst.xlsx,Sheet1,G982,1,1
src.xlsx,Sheet1,B855,0,0,dst.xlsx,Sheet1,E551,-1,3
src.xlsx,Sheet1,J929,-2,0,dst.xlsx,Sheet1,J89,-1,3
src.xlsx,Sheet1,I175,3,3,dst.xlsx,Sheet1,G163,2,2
src.xlsx,Sheet1,G643,3,1,dst.xlsx,Sheet1,E511,-3,0
src.xlsx,Sheet1,C907,3,3,dst.xlsx,Sheet1,G170,-1,-2
src.xlsx,Sheet1,A849,-3,-3,dst.xlsx,Sheet1,E70,1,-3
src.xlsx,Sheet1,A435,-3,3,dst.xlsx,Sheet1,J602,-2,1
src.xlsx,Sheet1,F558,1,-3,dst.xlsx,Sheet1,D825,-3,1
src.xlsx,Sheet1,C221,-3,-1,dst.xlsx,Sheet1,G746,1,-3
src.xlsx,Sheet1,I241,-1,1,dst.xlsx,Sheet1,I520,0,-3
src.xlsx,Sheet1,C648,-2,-2,dst.xlsx,Sheet1,I459,3,-2
src.xlsx,Sheet1,H446,3,-3,dst.xlsx,Sheet1,F175,1,1
src.xlsx,Sheet1,A308,2,2,dst.xlsx,Sheet1,A888,-1,-1
src.xlsx,Sheet1,J579,-1,2,dst.xlsx,Sheet1,J528,1,0
src.xlsx,Sheet1,C113,0,3,dst.xlsx,Sheet1,A125,0,2
src.xlsx,Sheet1,B538,3,-1,dst.xlsx,Sheet1,H989,3,1
src.xlsx,Sheet1,A893,2,1,dst.xlsx,Sheet1,D666,3,-1
src.xlsx,Sheet1,G706,-3,1,dst.xlsx,Sheet1,G248,0,-3
src.xlsx,Sheet1,D848,-2,-1,dst.xlsx,Sheet1,J789,2,-3
src.xlsx,Sheet1,B340,1,0,dst.xlsx,Sheet1,C179,2,-2
src.xlsx,Sheet1,C47,-3,-1,dst.xlsx,Sheet1,C561,0,-1
src.xlsx,Sheet1,G876,1,-1,dst.xlsx,Sheet1,B614,-3,-3
src.xlsx,Sheet1,D923,-1,-1,dst.xlsx,Sheet1,I935,1,1
src.xlsx,Sheet1,E659,3,-3,dst.xlsx,Sheet1,B859,3,0
src.xlsx,Sheet1,B920,-1,0,dst.xlsx,Sheet1,J11,3,-2
src.xlsx,Sheet1,G263,2,-2,dst.xlsx,Sheet1,C643,3,-1
src.xlsx,Sheet1,I396,-1,2,dst.xlsx,Sheet1,I941,-3,3
src.xlsx,Sheet1,F684,3,-1,dst.xlsx,Sheet1,J512,0,2
src.xlsx,Sheet1,B545,-3,1,dst.xlsx,Sheet1,B902,1,1
src.xlsx,Sheet1,A56,2,2,dst.xlsx,Sheet1,J259,3,1
src.xlsx,Sheet1,I124,2,1,dst.xlsx,Sheet1,C825,1,-1
src.xlsx,Sheet1,F993,-1,-3,dst.xlsx,Sheet1,A183,2,2
src.xlsx,Sheet1,C78,-2,-3,dst.xlsx,Sheet1,C131,2,2
src.xlsx,Sheet1,G203,-2,3,dst.xlsx,Sheet1,H293,3,-2
src.xlsx,Sheet1,I431,-2,2,dst.xlsx,Sheet1,A835,0,-3
src.xlsx,Sheet1,B652,-1,0,dst.xlsx,Sheet1,J706,3,-3
src.xlsx,Sheet1,C726,1,1,dst.xlsx,Sheet1,H673,3,-3
src.xlsx,Sheet1,H686,2,0,dst.xlsx,Sheet1,B700,-1,2
src.xlsx,Sheet1,I54,-2,3,dst.xlsx,Sheet1,E710,1,-1
src.xlsx,Sheet1,F126,0,3,dst.xlsx,Sheet1,C569,-2,-2
src.xlsx,Sheet1,I686,-2,1,dst.xlsx,Sheet1,F131,-3,-2
src.xlsx,Sheet1,D327,1,0,dst.xlsx,Sheet1,D446,-3,0
src.xlsx,Sheet1,A214,1,-2,dst.xlsx,Sheet1,F845,1,3
src.xlsx,Sheet1,D609,3,1,dst.xlsx,Sheet1,J39,1,-3
src.xlsx,Sheet1,G280,-2,-1,dst.xlsx,Sheet1,C871,2,1
src.xlsx,Sheet1,A614,-2,-1,dst.xlsx,Sheet1,E702,2,-2
src.xlsx,Sheet1,B315,3,3,dst.xlsx,Sheet1,E917,0,0
src.xlsx,Sheet1,B821,1,-2,dst.xlsx,Sheet1,F869,0,-3
src.xlsx,Sheet1,C110,-1,-2,dst.xlsx,Sheet1,C782,2,1
src.xlsx,Sheet1,B468,-1,3,dst.xlsx,Sheet1,G295,-2,2
src.xlsx,Sheet1,B912,-1,2,dst.xlsx,Sheet1,F284,-1,0
src.xlsx,Sheet1,A957,0,-2,dst.xlsx,Sheet1,E762,2,-3
src.xlsx,Sheet1,I561,1,-1,dst.xlsx,Sheet1,B583,-1,0
src.xlsx,Sheet1,A637,-3,-3,dst.xlsx,Sheet1,G402,1,-3
src.xlsx,Sheet1,J897,-2,3,dst.xlsx,Sheet1,J293,2,-3
src.xlsx,Sheet1,E797,-3,1,dst.xlsx,Sheet1,E84,3,0
src.xlsx,Sheet1,E975,-3,0,dst.xlsx,Sheet1,D317,3,3
src.xlsx,Sheet1,C848,2,1,dst.xlsx,Sheet1,G494,-3,0
src.xlsx,Sheet1,G394,2,0,dst.xlsx,Sheet1,D475,-3,-2
src.xlsx,Sheet1,E820,1,2,dst.xlsx,Sheet1,G985,1,1
src.xlsx,Sheet1,B950,3,-1,dst.xlsx,Sheet1,C394,-1,0
src.xlsx,Sheet1,J709,1,0,dst.xlsx,Sheet1,A592,-1,3
src.xlsx,Sheet1,C270,-2,0,dst.xlsx,Sheet1,D932,-2,3
src.xlsx,Sheet1,F20,-3,0,dst.xlsx,Sheet1,H125,-1,-2
src.xlsx,Sheet1,J128,-3,-3,dst.xlsx,Sheet1,H562,-1,0
src.xlsx,Sheet1,H5,-1,1,dst.xlsx,Sheet1,E119,3,1
src.xlsx,Sheet1,J454,0,2,dst.xlsx,Sheet1,E461,-2,3
src.xlsx,Sheet1,J861,-3,-2,dst.xlsx,Sheet1,F850,-1,-1
src.xlsx,Sheet1,C330,2,0,dst.xlsx,Sheet1,B101,0,0
src.xlsx,Sheet1,G346,3,-2,dst.xlsx,Sheet1,E795,1,-1
src.xlsx,Sheet1,D208,-2,-3,dst.xlsx,Sheet1,A161,0,-1
src.xlsx,Sheet1,F918,0,3,dst.xlsx,Sheet1,H824,-1,-3
src.xlsx,Sheet1,J952,3,3,dst.xlsx,Sheet1,G190,-2,-1
src.xlsx,Sheet1,A282,3,3,dst.xlsx,Sheet1,D834,0,-1
src.xlsx,Sheet1,H9,1,-2,dst.xlsx,Sheet1,F964,-3,2
src.xlsx,Sheet1,H300,3,-2,dst.xlsx,Sheet1,J724,1,-2
src.xlsx,Sheet1,G730,-3,0,dst.xlsx,Sheet1,I734,-3,-3
src.xlsx,Sheet1,B60,3,1,dst.xlsx,Sheet1,J951,2,2
src.xlsx,Sheet1,I250,3,2,dst.xlsx,Sheet1,G195,0,-1
src.xlsx,Sheet1,C593,-1,3,dst.xlsx,Sheet1,H576,-3,3
src.xlsx,Sheet1,H402,3,2,dst.xlsx,Sheet1,B781,-2,2
src.xlsx,Sheet1,H40,-1,-2,dst.xlsx,Sheet1,F562,-2,-3
src.xlsx,Sheet1,F78,3,3,dst.xlsx,Sheet1,F849,0,-3
src.xlsx,Sheet1,B191,0,1,dst.xlsx,Sheet1,I458,-3,0
src.xlsx,Sheet1,H314,3,1,dst.xlsx,Sheet1,G391,1,3
src.xlsx,Sheet1,B49,1,0,dst.xlsx,Sheet1,H149,1,-3
src.xlsx,Sheet1,J876,2,2,dst.xlsx,Sheet1,H531,-2,2
src.xlsx,Sheet1,E807,0,2,dst.xlsx,Sheet1,B684,2,3
src.xlsx,Sheet1,J962,0,3,dst.xlsx,Sheet1,J423,-2,1
src.xlsx,Sheet1,I139,3,3,dst.xlsx,Sheet1,B656,-3,-1
src.xlsx,Sheet1,B227,3,2,dst.xlsx,Sheet1,C504,0,1
src.xlsx,Sheet1,E907,2,1,dst.xlsx,Sheet1,D555,1,2
src.xlsx,Sheet1,I42,1,-1,dst.xlsx,Sheet1,D431,1,3
src.xlsx,Sheet1,F620,1,-3,dst.xlsx,Sheet1,C370,2,0
src.xlsx,Sheet1,H618,-2,-1,dst.xlsx,Sheet1,B130,0,2
src.xlsx,Sheet1,D738,-3,-1,dst.xlsx,Sheet1,C377,-1,-3
src.xlsx,Sheet1,G169,-2,-3,dst.xlsx,Sheet1,J213,-2,-2
src.xlsx,Sheet1,J122,3,-1,dst.xlsx,Sheet1,F15,2,3
src.xlsx,Sheet1,I853,0,1,dst.xlsx,Sheet1,D987,2,2
src.xlsx,Sheet1,F277,-2,-1,dst.xlsx,Sheet1,E679,3,0
src.xlsx,Sheet1,A934,-3,0,dst.xlsx,Sheet1,I352,3,1
src.xlsx,Sheet1,G747,-3,0,dst.xlsx,Sheet1,G758,-2,-1
src.xlsx,Sheet1,E512,-2,-1,dst.xlsx,Sheet1,H808,-2,3
src.xlsx,Sheet1,C303,-3,0,dst.xlsx,Sheet1,C458,-1,-3
src.xlsx,Sheet1,I471,-3,-3,dst.xlsx,Sheet1,D449,-1,3
src.xlsx,Sheet1,J895,-2,-1,dst.xlsx,Sheet1,J75,-3,-3
src.xlsx,Sheet1,A781,3,-3,dst.xlsx,Sheet1,C830,-1,2
src.xlsx,Sheet1,A18,-2,-3,dst.xlsx,Sheet1,J650,-2,-3
src.xlsx,Sheet1,J134,1,-1,dst.xlsx,Sheet1,C449,-2,0
src.xlsx,Sheet1,I930,0,0,dst.xlsx,Sheet1,H528,-2,3
src.xlsx,Sheet1,A935,-3,0,dst.xlsx,Sheet1,J71,-1,0
src.xlsx,Sheet1,F832,0,-3,dst.xlsx,Sheet1,C96,-2,0
src.xlsx,Sheet1,J49,-3,-2,dst.xlsx,Sheet1,A326,1,-1
src.xlsx,Sheet1,I381,2,-3,dst.xlsx,Sheet1,E771,1,-1
src.xlsx,Sheet1,A796,2,-2,dst.xlsx,Sheet1,F88,-3,2
src.xlsx,Sheet1,H514,1,2,dst.xlsx,Sheet1,A468,1,-3
src.xlsx,Sheet1,C640,-1,-1,dst.xlsx,Sheet1,G137,-2,3
src.xlsx,Sheet1,H594,0,0,dst.xlsx,Sheet1,F151,-2,1
src.xlsx,Sheet1,B227,-3,3,dst.xlsx,Sheet1,A87,1,2
src.xlsx,Sheet1,I677,2,0,dst.xlsx,Sheet1,I787,0,-2
src.xlsx,Sheet1,D949,-2,2,dst.xlsx,Sheet1,I38,3,1
src.xlsx,Sheet1,F347,1,3,dst.xlsx,Sheet1,I909,-3,1
src.xlsx,Sheet1,G675,-3,-2,dst.xlsx,Sheet1,H70,3,-1
src.xlsx,Sheet1,B142,-2,2,dst.xlsx,Sheet1,G381,-1,1
src.xlsx,Sheet1,I899,0,1,dst.xlsx,Sheet1,B926,-1,2
src.xlsx,Sheet1,A806,2,2,dst.xlsx,Sheet1,B751,1,0
src.xlsx,Sheet1,D838,-1,-1,dst.xlsx,Sheet1,H960,-3,-1
src.xlsx,Sheet1,I282,-1,1,dst.xlsx,Sheet1,F206,-2,1
src.xlsx,Sheet1,F968,2,0,dst.xlsx,Sheet1,A403,-1,-2
src.xlsx,Sheet1,A771,0,0,dst.xlsx,Sheet1,J269,-2,-1
src.xlsx,Sheet1,I907,-2,-3,dst.xlsx,Sheet1,A543,0,-2
src.xlsx,Sheet1,E592,0,-2,dst.xlsx,Sheet1,I100,-3,2
src.xlsx,Sheet1,H299,0,-3,dst.xlsx,Sheet1,C35,0,3
src.xlsx,Sheet1,B28,1,3,dst.xlsx,Sheet1,J456,0,3
src.xlsx,Sheet1,C319,-3,-2,dst.xlsx,Sheet1,D814,-1,2
src.xlsx,Sheet1,E367,1,-2,dst.xlsx,Sheet1,E808,-1,3
src.xlsx,Sheet1,J970,3,-3,dst.xlsx,Sheet1,J952,3,-3
src.xlsx,Sheet1,F233,2,0,dst.xlsx,Sheet1,B17,3,-2
src.xlsx,Sheet1,I997,1,-3,dst.xlsx,Sheet1,G44,0,2
src.xlsx,Sheet1,E556,3,3,dst.xlsx,Sheet1,I364,0,2
src.xlsx,Sheet1,I375,-2,0,dst.xlsx,Sheet1,C135,1,3
src.xlsx,Sheet1,C14,1,0,dst.xlsx,Sheet1,C892,2,-3
src.xlsx,Sheet1,G998,-1,-3,dst.xlsx,Sheet1,A800,0,3
src.xlsx,Sheet1,C94,2,2,dst.xlsx,Sheet1,A312,0,3
src.xlsx,Sheet1,J680,-1,-1,dst.xlsx,Sheet1,I868,-1,0
src.xlsx,Sheet1,F579,-2,0,dst.xlsx,Sheet1,G446,2,-2
src.xlsx,Sheet1,G252,-1,0,dst.xlsx,Sheet1,C746,1,-1
src.xlsx,Sheet1,E490,2,-2,dst.xlsx,Sheet1,B278,-3,-1
src.xlsx,Sheet1,F992,-3,0,dst.xlsx,Sheet1,E946,-3,-3
src.xlsx,Sheet1,G682,1,0,dst.xlsx,Sheet1,E810,-3,-1
src.xlsx,Sheet1,D164,0,-2,dst.xlsx,Sheet1,D843,-2,-1
src.xlsx,Sheet1,I925,-1,1,dst.xlsx,Sheet1,I187,0,-2
src.xlsx,Sheet1,G868,-2,0,dst.xlsx,Sheet1,G165,-2,3
src.xlsx,Sheet1,D462,2,3,dst.xlsx,Sheet1,F593,-3,-1
src.xlsx,Sheet1,J290,-2,3,dst.xlsx,Sheet1,H4,-2,-3
src.xlsx,Sheet1,D307,3,-3,dst.xlsx,Sheet1,J984,0,0
src.xlsx,Sheet1,B826,3,1,dst.xlsx,Sheet1,F927,-1,-3
src.xlsx,Sheet1,F865,2,-3,dst.xlsx,Sheet1,I222,0,1
src.xlsx,Sheet1,A260,-2,1,dst.xlsx,Sheet1,G459,0,3
src.xlsx,Sheet1,C726,-1,0,dst.xlsx,Sheet1,H198,3,3
src.xlsx,Sheet1,B446,-2,2,dst.xlsx,Sheet1,H391,3,-3
src.xlsx,Sheet1,J326,-3,2,dst.xlsx,Sheet1,C212,-1,2
src.xlsx,Sheet1,I344,2,1,dst.xlsx,Sheet1,I175,3,-2
src.xlsx,Sheet1,A936,3,-2,dst.xlsx,Sheet1,A845,2,-1
src.xlsx,Sheet1,J788,-3,-2,dst.xlsx,Sheet1,J695,3,-3
src.xlsx,Sheet1,E389,-1,-2,dst.xlsx,Sheet1,G694,0,-1
src.xlsx,Sheet1,A477,-1,-2,dst.xlsx,Sheet1,D447,1,1
src.xlsx,Sheet1,C2,-3,0,dst.xlsx,Sheet1,D394,-2,1
src.xlsx,Sheet1,I453,3,-3,dst.xlsx,Sheet1,D996,-2,2
src.xlsx,Sheet1,F536,-3,-3,dst.xlsx,Sheet1,B688,1,2
src.xlsx,Sheet1,J872,1,-2,dst.xlsx,Sheet1,D131,-3,0
src.xlsx,Sheet1,C803,2,3,dst.xlsx,Sheet1,G529,1,0
src.xlsx,Sheet1,E552,2,-2,dst.xlsx,Sheet1,H103,-1,-1
src.xlsx,Sheet1,I408,-3,3,dst.xlsx,Sheet1,G113,-1,-1
src.xlsx,Sheet1,H724,2,-3,dst.xlsx,Sheet1,H174,3,2
src.xlsx,Sheet1,D770,-2,3,dst.xlsx,Sheet1,J215,2,-2
src.xlsx,Sheet1,J16,-2,1,dst.xlsx,Sheet1,B207,1,1
src.xlsx,Sheet1,E975,2,1,dst.xlsx,Sheet1,I676,3,3
src.xlsx,Sheet1,C583,3,-3,dst.xlsx,Sheet1,C865,-2,1
src.xlsx,Sheet1,F972,2,-3,dst.xlsx,Sheet1,B513,1,3
src.xlsx,Sheet1,B452,-2,0,dst.xlsx,Sheet1,H40,-1,-2
src.xlsx,Sheet1,E811,-1,1,dst.xlsx,Sheet1,E117,1,3
src.xlsx,Sheet1,D905,2,-1,dst.xlsx,Sheet1,E296,3,-2
src.xlsx,Sheet1,H270,2,-3,dst.xlsx,Sheet1,A739,0,-2
src.xlsx,Sheet1,F385,0,1,dst.xlsx,Sheet1,G29,-1,2
src.xlsx,Sheet1,J185,1,3,dst.xlsx,Sheet1,D571,1,2
src.xlsx,Sheet1,B694,1,-3,dst.xlsx,Sheet1,D711,0,3
